code,trading_date,open,high,low,close,pre_close,pct,volume,amount,limit_up,limit_down,type,type_name,name,vol_ratio,turn_over,industry,area,float_mv,total_mv,avg_price,free_float_mv,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,avg_limit_turnover_5,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,signal,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason,trading_date_right,weight_profit,weight
SZSE.002374,2022-07-21,5.48,5.72,5.34,5.35,5.66,-5.477,1591117.84,87228.49160000001,6.23,5.09,,,中锐股份,0.77,14.92,广告包装,山东,57.06,58.21,5.48,51.0646999555,false,false,true,断板,断板,断板,6天4板,18.08,5.254,5.162857142857143,-3.1802120141342707,3.6247924737133315,5.482214415998252,false,3.83,断板,5.008571428571429,1.7986,5.6484234864638925,13.006274957216196,1,SZSE.002374,2022-07-21T09:30:00.000000,5.48,2022-07-22T11:30:00.000000,5.19,-6.234339252641877,1.5,未涨停卖出,2022-07-21,-2.493735701056751,0.4
SZSE.002514,2022-07-21,14.5,16.37,14.32,15.75,14.88,5.8468,1564783.83,243342.2672,16.37,13.39,,,宝馨科技,0.93,28.24,机械基件,江苏,87.26,87.26,15.55,58.15871082,false,true,false,,炸板,11天6板,8天6板,31.159999999999997,15.102,14.61,-2.55376344086022,7.802874743326493,15.551174707627185,false,4.85,断板,14.049999999999999,0.4727,14.669411230853106,5.907473309608554,1,SZSE.002514,2022-07-21T09:30:00.000000,14.5,2022-07-22T15:00:00.000000,16.6,13.343626694115663,2.0,未涨停卖出,2022-07-21,5.337450677646266,0.4
SHSE.600992,2022-07-22,20.18,20.99,18.68,18.68,20.75,-9.9759,387894.76,74887.5279,22.83,18.68,,,贵绳股份,0.98,15.83,钢加工,贵州,45.78,45.78,19.31,35.043713997599994,false,false,true,断板,断板,断板,6天5板,11.24,19.512,18.518571428571427,-2.74698795180723,0.8717117951091643,19.3061457958339,true,11.8,炸板,17.832857142857144,-2.3529,21.867350611825696,16.358247216214046,1,SHSE.600992,2022-07-22T09:30:00.000000,20.18,2022-07-25T09:30:00.000000,17.62,-13.554625287832375,1.0,止损卖出,2022-07-22,-5.42185011513295,0.4
SHSE.600996,2022-07-22,11.0,11.19,10.28,10.28,11.42,-9.9825,973303.71,103562.8539,12.56,10.28,,,贵广网络,1.1,9.14,影视音像,贵州,109.47,109.47,10.64,42.8989746628,false,false,true,断板,断板,断板,6天3板,5.470000000000001,10.172,9.632857142857144,-3.6777583187390537,6.718078006821866,10.64034307441405,true,6.32,炸板,9.212857142857144,7.1295,11.188312830950222,23.957202667080146,1,SHSE.600996,2022-07-22T09:30:00.000000,11.0,2022-07-25T11:30:00.000000,10.77,-3.0651289009497944,1.5,未涨停卖出,2022-07-22,-1.2260515603799178,0.4
SZSE.000158,2022-07-22,6.9,7.17,6.7,6.76,7.08,-4.5198,1347293.92,92201.89390000001,7.79,6.37,,,常山北明,1.17,8.54,软件服务,河北,106.61,108.07,6.84,64.9833880072,false,false,true,断板,断板,断板,2天2板,9.01,6.590000000000001,6.3342857142857145,-2.542372881355928,6.720793865584115,6.843487714989466,false,5.58,断板,6.1899999999999995,1.2876,7.090965924121464,14.378029079159946,1,SZSE.000158,2022-07-22T09:30:00.000000,6.9,2022-07-25T11:30:00.000000,6.55,-6.017016367438162,1.5,未涨停卖出,2022-07-22,-2.4068065469752646,0.4
SZSE.000537,2022-07-22,15.49,15.49,14.4,14.4,16.0,-10.0,441204.66,64574.328700000005,17.6,14.4,,,广宇发展,0.54,2.37,新型电力,天津,268.2,268.2,14.64,82.90438128000001,false,false,true,断板,断板,断板,3天3板,3.9800000000000004,14.138000000000002,13.394285714285713,-3.1874999999999987,7.508532423208202,14.635912662391192,true,11.03,炸板,13.122857142857143,8.6219,15.229836461019579,21.924667973002396,1,SZSE.000537,2022-07-22T09:30:00.000000,15.49,2022-07-25T09:30:00.000000,13.93,-10.965829342634784,1.0,止损卖出,2022-07-22,-4.386331737053914,0.4
SZSE.002523,2022-07-22,3.76,4.21,3.75,4.03,3.89,3.599,3156882.49,123933.551,4.28,3.5,,,天桥起重,1.41,22.6,工程机械,湖南,56.29,57.09,3.93,39.6880371251,false,false,true,断板,断板,断板,10天6板,15.956666666666665,3.7939999999999996,3.5800000000000005,-3.3419023136246873,12.569832402234626,3.925820849923369,false,2.55,炸板,3.4757142857142855,-3.7129,4.234984621213061,11.919441019317723,1,SZSE.002523,2022-07-22T09:30:00.000000,3.76,2022-07-25T11:30:00.000000,3.73,-1.7849581877844527,1.5,未涨停卖出,2022-07-22,-0.7139832751137811,0.4
SZSE.002866,2022-07-22,29.3,30.73,27.6,27.86,30.08,-7.3803,601167.83,174819.19950000002,33.09,27.07,,,传艺科技,1.32,33.58,IT设备,江苏,49.88,80.12,29.08,37.4940453916,false,false,false,,未涨停,未涨停,3天3板,14.043333333333337,29.208,27.61285714285714,-2.5930851063829707,0.8950281959749639,29.079932553942555,false,9.92,断板,27.204285714285714,-2.7167,31.305056658529185,10.570813422254894,1,SZSE.002866,2022-07-22T09:30:00.000000,29.3,2022-07-26T09:30:00.000000,23.37,-21.032550557791243,2.0,止损卖出,2022-07-22,-8.413020223116497,0.4
SZSE.000537,2022-07-25,13.8,14.56,12.96,13.81,14.4,-4.0972,1188752.22,161092.8045,15.84,12.96,,,广宇发展,1.44,6.38,新型电力,天津,257.21,257.21,13.55,79.507604547,false,false,false,,未涨停,未涨停,3天3板,3.9800000000000004,14.466000000000003,13.651428571428571,-4.166666666666664,1.161573880284643,13.551419866118104,true,11.03,断板,13.394285714285713,-10.0,14.635912662391192,7.508532423208202,1,SZSE.000537,2022-07-25T09:30:00.000000,13.8,2022-07-26T11:30:00.000000,13.5,-3.147306943543154,1.5,未涨停卖出,2022-07-25,-0.0,0.0
SZSE.002523,2022-07-25,3.91,4.02,3.63,3.63,4.03,-9.9256,2140598.68,80548.8803,4.43,3.63,,,天桥起重,0.81,15.33,工程机械,湖南,50.7,51.42,3.76,35.7487778571,false,false,false,,未涨停,未涨停,10天6板,15.956666666666665,3.8520000000000003,3.662857142857143,-2.9776674937965284,-0.897035881435259,3.7629136676847805,true,2.55,断板,3.5800000000000005,3.599,3.925820849923369,12.569832402234626,1,SZSE.002523,2022-07-25T09:30:00.000000,3.91,2022-07-26T09:30:00.000000,3.5,-11.376620732653853,1.0,止损卖出,2022-07-25,-0.0,0.0
SZSE.002547,2022-07-25,7.33,8.2,7.16,7.88,7.53,4.6481,4264179.89,330622.16870000004,8.28,6.78,,,春兴精工,3.75,38.78,通信设备,江苏,86.64,88.89,7.75,61.242053259600006,false,false,true,断板,断板,断板,11天7板,1.9874999999999998,7.0059999999999985,6.474285714285714,-2.656042496679949,21.71226831421006,7.753476101591016,false,3.37,断板,5.984285714285714,5.0209,7.200515075233031,25.82955359274291,1,SZSE.002547,2022-07-25T09:30:00.000000,7.33,2022-07-26T11:30:00.000000,7.59,2.5167477754474685,1.5,未涨停卖出,2022-07-25,0.0,0.0
SZSE.000631,2022-07-26,6.0,6.25,5.6,5.68,6.22,-8.6817,1639942.57,96674.2112,6.84,5.6,,,顺发恒业,0.89,6.74,区域地产,吉林,138.17,138.17,5.89,53.431043638400006,false,false,true,断板,断板,断板,8天6板,6.575,5.794,5.655714285714287,-3.5369774919614105,0.42940136398078277,5.894975407583938,true,3.42,断板,5.5600000000000005,3.6667,6.069219726918911,11.870503597122289,1,SZSE.000631,2022-07-26T09:30:00.000000,6.0,2022-07-27T09:30:00.000000,5.44,-10.235489220563833,1.0,止损卖出,2022-07-26,-0.0,0.0
SZSE.002529,2022-07-26,20.64,21.6,20.13,21.01,21.33,-1.5002,242298.13,50290.6807,23.46,19.2,,,海源复材,0.86,9.32,专用机械,江西,54.63,54.63,20.76,42.60828000000001,false,false,false,,未涨停,未涨停,2天2板,11.175,21.291999999999998,20.524285714285714,-3.2348804500703134,2.366534419155017,20.755703190940842,false,17.3,断板,20.117142857142852,2.6468,21.481421278229412,6.028973157222003,1,SZSE.002529,2022-07-26T09:30:00.000000,20.64,2022-07-27T11:30:00.000000,21.53,3.274085001349846,1.5,未涨停卖出,2022-07-26,0.0,0.0
SZSE.002547,2022-07-26,7.55,7.67,7.09,7.11,7.88,-9.7716,3552581.16,258868.78879999998,8.67,7.09,,,春兴精工,1.8,32.31,通信设备,江苏,78.17,80.2,7.29,55.25774094870001,false,false,false,,未涨停,未涨停,11天7板,2.32,7.241999999999999,6.79,-4.18781725888325,4.712812960235644,7.286780432061965,true,3.37,断板,6.474285714285714,4.6481,7.753476101591016,21.71226831421006,1,SZSE.002547,2022-07-26T09:30:00.000000,7.55,2022-07-27T11:30:00.000000,7.38,-3.224275971137694,1.5,未涨停卖出,2022-07-26,-0.0,0.0
SZSE.002965,2022-07-26,59.5,61.91,57.43,60.41,61.28,-1.4197,131225.84,78680.8919,67.41,55.15,,,祥鑫科技,0.96,16.41,汽车配件,广东,48.31,94.91,59.96,47.0678238401,false,false,true,断板,断板,断板,7天4板,17.329999999999995,61.806,60.028571428571425,-2.9046997389033957,0.6354117087101384,59.958383120275705,false,28.98,断板,58.997142857142855,-10.0015,62.54175463382096,3.8694367765993576,1,SZSE.002965,2022-07-26T09:30:00.000000,59.5,2022-07-27T11:30:00.000000,60.79,1.151469543041118,1.5,未涨停卖出,2022-07-26,0.0,0.0
SZSE.002204,2022-07-27,8.94,9.23,8.36,8.51,9.27,-8.1985,3154911.98,275580.2951,10.2,8.34,,,大连重工,0.86,16.34,专用机械,辽宁,164.36,164.36,8.73,62.164637217400006,false,false,false,,未涨停,未涨停,5天4板,19.716666666666665,9.024000000000001,8.59142857142857,-3.559870550161813,-0.947788493515126,8.734959860908702,true,3.74,断板,8.51,1.3115,9.171845552048238,8.930669800235016,1,SZSE.002204,2022-07-27T09:30:00.000000,8.94,2022-07-28T11:30:00.000000,8.37,-7.3074226184513424,1.5,未涨停卖出,2022-07-27,-2.922969047380537,0.4
SZSE.000671,2022-07-29,2.46,2.46,2.29,2.29,2.54,-9.8425,4722533.78,110444.87120000001,2.79,2.29,,,阳 光 城,1.1,11.65,区域地产,福建,92.79,94.81,2.34,50.3344016574,false,false,false,,未涨停,未涨停,2天2板,6.774999999999998,2.338,2.2228571428571433,-3.1496062992126013,3.0205655526992095,2.3386782677497333,true,1.81,断板,2.178571428571429,5.3942,2.4665434347507347,16.590163934426215,1,SZSE.000671,2022-07-29T09:30:00.000000,2.46,2022-08-01T09:30:00.000000,2.21,-11.056506087448922,1.0,止损卖出,2022-07-29,-4.422602434979569,0.4
SZSE.002168,2022-07-29,6.36,6.56,5.98,6.21,6.64,-6.4759,2009504.56,124965.9427,7.3,5.98,,,惠程科技,0.87,25.32,互联网,深圳,49.29,49.8,6.22,41.00060082779999,false,false,true,断板,断板,断板,8天7板,25.113333333333333,6.23,6.1242857142857146,-4.216867469879508,1.3995801259622065,6.218743922631357,true,3.28,断板,5.961428571428572,-0.7474,6.384352256529902,11.382698298586137,1,SZSE.002168,2022-07-29T09:30:00.000000,6.36,2022-08-01T11:30:00.000000,5.71,-11.113457867893235,1.5,止损卖出,2022-07-29,-4.445383147157294,0.4
SHSE.600603,2022-08-02,10.97,11.2,10.4,10.7,11.28,-5.1418,554032.23,60054.738300000005,12.41,10.15,,,广汇物流,1.04,4.42,区域地产,四川,134.27,134.27,10.84,64.179502759,false,false,true,断板,断板,断板,3天3板,3.44,10.264,9.61,-2.7482269503545984,11.342351716961497,10.839574856502482,false,5.57,断板,9.141428571428571,5.1258,10.697687964371251,23.394280356305668,1,SHSE.600603,2022-08-02T09:30:00.000000,10.97,2022-08-03T11:30:00.000000,10.33,-6.771067180052342,1.5,未涨停卖出,2022-08-02,-2.708426872020937,0.4
SZSE.000837,2022-08-04,12.3,12.51,11.43,11.67,12.7,-8.1102,1758567.78,208447.9179,13.97,11.43,,,秦川机床,1.38,25.37,机床制造,陕西,80.91,104.96,11.85,56.2012680186,false,false,true,断板,断板,断板,5天5板,16.445,12.593999999999998,11.887142857142857,-3.1496062992125875,-1.8267035212113925,11.853277438075203,true,7.42,断板,11.471428571428572,-9.9929,13.114753855514683,10.709838107098374,1,SZSE.000837,2022-08-04T09:30:00.000000,12.3,2022-08-05T09:30:00.000000,10.87,-12.505359381952028,1.0,止损卖出,2022-08-04,-5.002143752780811,0.4
SHSE.603650,2022-08-08,38.6,38.8,36.6,37.48,39.7,-5.5919,201777.23,75349.5407,43.67,35.73,,,彤程新材,0.86,3.4,化工原料,上海,222.66,223.43,37.34,57.06565749199999,false,false,false,,未涨停,未涨停,3天2板,3.28,37.23,35.26285714285715,-2.770780856423177,6.2874736671527796,37.34293542437865,false,26.91,断板,34.10285714285715,4.9154,38.875727490139596,16.41253351206434,1,SHSE.603650,2022-08-08T09:30:00.000000,38.6,2022-08-09T11:30:00.000000,37.09,-4.868017425824248,1.5,未涨停卖出,2022-08-08,-1.9472069703296992,0.4
SZSE.002579,2022-08-09,9.5,10.92,9.21,10.44,9.93,5.136,931287.99,93685.0528,10.92,8.94,,,中京电子,1.17,16.0,元器件,广东,60.76,63.36,10.06,37.2114317916,false,true,false,,炸板,9天3板,7天3板,9.525,9.596,9.42,-4.330312185297077,10.828025477707003,10.059729515034336,false,7.04,断板,9.1,4.9683,9.81634559507044,9.120879120879122,1,SZSE.002579,2022-08-09T09:30:00.000000,9.5,2022-08-10T11:30:00.000000,10.38,8.175962293794202,1.5,未涨停卖出,2022-08-09,3.270384917517681,0.4
SZSE.002512,2022-08-10,4.63,5.25,4.63,5.25,4.77,10.0629,3317943.14,167131.3685,5.25,4.29,,,达华智能,1.53,31.62,元器件,福建,55.09,60.22,5.04,38.4506826375,true,false,false,,涨停,5天4板,3天3板,20.136666666666667,4.754,4.492857142857143,-2.935010482180287,16.85214626391097,5.037198090742447,false,3.12,断板,4.297142857142857,-5.169,5.130647098009375,11.003989361702118,1,SZSE.002512,2022-08-10T09:30:00.000000,4.63,2022-08-11T11:30:00.000000,5.06,8.199821626210191,1.5,未涨停卖出,2022-08-10,3.279928650484077,0.4
SZSE.002579,2022-08-10,9.98,10.88,9.8,10.06,10.44,-3.6398,793692.5,81949.9931,11.48,9.4,,,中京电子,0.92,13.64,元器件,广东,58.55,61.05,10.33,35.85699270340001,false,false,false,,未涨停,未涨停,7天3板,8.88,9.697999999999999,9.635714285714286,-4.406130268199225,4.403261675315049,10.325156543623633,false,7.04,炸板,9.42,5.136,10.059729515034336,10.828025477707003,1,SZSE.002579,2022-08-10T09:30:00.000000,9.98,2022-08-17T11:30:00.000000,13.81,36.99987038754126,5.5,未涨停卖出,2022-08-10,14.799948155016503,0.4
SZSE.002119,2022-08-12,16.32,18.36,16.1,16.45,16.92,-2.7778,990640.29,169328.9179,18.61,15.23,,,康强电子,1.1,26.96,半导体,浙江,60.45,61.73,17.09,43.637175732500005,false,false,false,,未涨停,未涨停,3天3板,20.14,16.174,15.194285714285714,-3.5460992907801496,8.264385107183148,17.0928761538661,false,10.8,断板,14.594285714285714,1.6216,16.52971143717621,15.935787000783098,1,SZSE.002119,2022-08-12T09:30:00.000000,16.32,2022-08-15T11:30:00.000000,16.63,0.8855843332357857,1.5,未涨停卖出,2022-08-12,0.3542337332943143,0.4
SZSE.000040,2022-08-16,4.99,5.35,4.86,5.2,5.14,1.1673,3387397.16,174089.1836,5.65,4.63,,,东旭蓝天,2.07,31.95,新型电力,深圳,55.14,77.32,5.14,46.98688571200001,false,false,true,断板,断板,断板,4天4板,8.71,4.956,4.619999999999999,-2.9182879377431807,12.554112554112576,5.139320114444448,false,3.24,炸板,4.37,-2.6515,5.488366649702282,17.62013729977116,1,SZSE.000040,2022-08-16T09:30:00.000000,4.99,2022-08-17T11:30:00.000000,5.18,2.7747036361279678,1.5,未涨停卖出,2022-08-16,1.1098814544511872,0.4
SZSE.002077,2022-08-16,18.7,20.73,18.48,19.98,19.36,3.2025,1521391.44,300221.3066,21.3,17.42,,,大港股份,1.18,26.83,半导体,江苏,113.3,115.95,19.73,55.452886604999996,false,false,false,,未涨停,未涨停,17天12板,21.513333333333335,19.35,18.37285714285714,-3.40909090909091,8.747375787263845,19.733337437471057,false,6.65,断板,17.488571428571426,2.7056,19.025368276749127,10.700865871589624,1,SZSE.002077,2022-08-16T09:30:00.000000,18.7,2022-08-17T11:30:00.000000,21.32,12.876260409184054,1.5,未涨停卖出,2022-08-16,5.150504163673622,0.4
SZSE.002161,2022-08-16,6.74,7.37,6.74,7.12,7.01,1.5692,1106290.24,78458.3813,7.71,6.31,,,远 望 谷,1.11,15.53,通信设备,深圳,50.73,52.67,7.09,39.4152814056,false,false,true,断板,断板,断板,2天1板,15.050000000000002,6.764,6.6499999999999995,-3.851640513552063,7.067669172932341,7.092025081953176,false,4.6,炸板,6.547142857142857,-1.5449,7.4994317320912955,7.069605062186338,1,SZSE.002161,2022-08-16T09:30:00.000000,6.74,2022-08-17T11:30:00.000000,7.15,5.027532958353652,1.5,未涨停卖出,2022-08-16,2.011013183341461,0.4
SZSE.002351,2022-08-16,10.39,11.45,10.3,11.1,10.74,3.352,602385.5,65248.838,11.81,9.67,,,漫步者,2.15,12.6,IT设备,深圳,53.06,98.69,10.83,39.549514673999994,false,false,true,断板,断板,断板,2天2板,5.654999999999999,10.228,9.828571428571427,-3.258845437616384,12.936046511627916,10.831741135867315,false,7.91,断板,9.505714285714285,0.2801,10.670291542699562,12.984670874661862,1,SZSE.002351,2022-08-16T09:30:00.000000,10.39,2022-08-17T11:30:00.000000,11.11,5.865762620966393,1.5,未涨停卖出,2022-08-16,2.3463050483865575,0.4
SZSE.000040,2022-08-17,5.05,5.67,4.99,5.5,5.2,5.7692,3291654.3,172337.7876,5.72,4.68,,,东旭蓝天,1.52,31.04,新型电力,深圳,58.32,81.78,5.24,49.69766758000001,false,false,false,,未涨停,未涨停,4天4板,9.18,5.184,4.891428571428571,-2.8846153846153912,12.441588785046749,5.235598027411324,false,3.29,断板,4.619999999999999,1.1673,5.139320114444448,12.554112554112576,1,SZSE.000040,2022-08-17T09:30:00.000000,5.05,2022-08-18T11:30:00.000000,5.38,5.474607162208766,1.5,未涨停卖出,2022-08-17,2.1898428648835067,0.4
SZSE.002161,2022-08-17,6.91,7.32,6.84,6.95,7.12,-2.3876,918376.51,64718.8298,7.83,6.41,,,远 望 谷,0.83,12.89,通信设备,深圳,49.52,51.41,7.05,38.474186203500004,false,false,false,,未涨停,未涨停,2天1板,15.050000000000002,6.934,6.724285714285714,-2.9494382022471908,3.35670278308902,7.047091154367613,false,4.6,断板,6.6499999999999995,1.5692,7.092025081953176,7.067669172932341,1,SZSE.002161,2022-08-17T09:30:00.000000,6.91,2022-08-18T11:30:00.000000,6.77,-3.000914386101333,1.5,未涨停卖出,2022-08-17,-1.2003657544405333,0.4
SZSE.002351,2022-08-17,10.75,11.28,10.6,10.78,11.1,-2.8829,517560.04,56331.664000000004,12.21,9.99,,,漫步者,1.36,10.83,IT设备,深圳,51.53,95.85,10.88,39.910300491600005,false,false,false,,未涨停,未涨停,2天2板,5.654999999999999,10.613999999999999,10.12,-3.1531531531531503,6.521739130434785,10.884082936542011,false,7.91,断板,9.828571428571427,3.352,10.831741135867315,12.936046511627916,1,SZSE.002351,2022-08-17T09:30:00.000000,10.75,2022-08-18T11:30:00.000000,10.59,-2.46858729607776,1.5,未涨停卖出,2022-08-17,-0.987434918431104,0.4
SZSE.002471,2022-08-17,3.66,3.78,3.48,3.58,3.83,-6.5274,3209975.91,115491.6559,4.21,3.45,,,中超控股,0.88,25.35,电气设备,江苏,45.33,45.39,3.6,36.902043572000004,false,false,false,,未涨停,未涨停,6天4板,9.94,3.7399999999999998,3.6257142857142854,-4.438642297650128,-1.2608353033884856,3.5978979013583934,true,2.54,炸板,3.6014285714285714,0.5249,3.8686449034350545,6.346687822292743,1,SZSE.002471,2022-08-17T09:30:00.000000,3.66,2022-08-18T11:30:00.000000,3.36,-9.110186771062713,1.5,未涨停卖出,2022-08-17,-3.6440747084250855,0.4
SZSE.000595,2022-08-22,8.8,9.52,8.71,8.81,9.1,-3.1868,1521329.53,137981.0271,10.01,8.19,,,宝塔实业,0.7,13.37,机械基件,宁夏,100.26,100.32,9.07,35.7358305002,false,false,false,,未涨停,未涨停,6天6板,19.036666666666665,9.338,8.935714285714285,-3.296703296703285,-1.4068745003996674,9.069765910611096,false,4.55,断板,8.657142857142857,-5.1095,9.512769996322252,5.115511551155119,1,SZSE.000595,2022-08-22T09:30:00.000000,8.8,2022-08-23T11:30:00.000000,8.67,-2.4575983717774696,1.5,未涨停卖出,2022-08-22,-0.9830393487109879,0.4
SHSE.603728,2022-08-23,49.23,52.5,49.21,52.5,51.4,2.1401,72002.92,36758.7151,56.54,46.26,,,鸣志电器,0.61,1.72,电气设备,上海,219.16,220.59,51.05,75.42143385,false,false,false,,未涨停,未涨停,3天2板,3.3049999999999997,50.918,49.18857142857143,-4.221789883268486,6.732109665427509,51.05170054214469,false,18.6,断板,47.61714285714286,-1.1348,50.489313523647255,7.9443177727109004,1,SHSE.603728,2022-08-23T09:30:00.000000,49.23,2022-08-24T11:30:00.000000,48.52,-2.4228845615513546,1.5,未涨停卖出,2022-08-23,-0.9691538246205419,0.4
SZSE.002045,2022-08-24,17.75,18.2,16.79,16.79,18.66,-10.0214,849467.75,148013.9031,20.53,16.79,,,国光电器,0.63,18.18,元器件,广东,78.44,78.64,17.42,54.846372329699996,false,false,true,断板,断板,断板,9天7板,27.25,17.068,16.14428571428571,-4.876741693461952,3.9996460490222234,17.424311058306802,true,8.41,断板,15.559999999999999,2.3026,18.278061381742095,19.922879177377904,1,SZSE.002045,2022-08-24T09:30:00.000000,17.75,2022-08-25T11:30:00.000000,17.16,-4.285894471305449,1.5,未涨停卖出,2022-08-24,-1.7143577885221797,0.4
SZSE.002341,2022-08-24,5.42,5.8,5.23,5.23,5.58,-6.2724,1386085.4,76958.4007,6.14,5.02,,,新纶新材,1.43,14.49,化工原料,深圳,50.03,60.26,5.55,47.216378390600006,false,false,false,,未涨停,未涨停,2天2板,8.739999999999998,5.4159999999999995,5.208571428571429,-2.8673835125448055,0.411409764125067,5.552212057063729,false,4.03,断板,5.109999999999999,3.525,5.545541375920737,9.197651663405102,1,SZSE.002341,2022-08-24T09:30:00.000000,5.42,2022-08-25T09:30:00.000000,4.91,-10.310991169613171,1.0,止损卖出,2022-08-24,-4.124396467845268,0.4
SHSE.600428,2022-08-29,9.22,9.59,9.02,9.38,9.5,-1.2632,1946648.85,181921.0474,10.45,8.55,,,中远海特,1.1,9.07,水运,广东,201.36,201.36,9.35,98.79458041880001,false,false,true,断板,断板,断板,6天3板,7.055000000000001,9.078,8.484285714285715,-2.9473684210526248,10.557332884323962,9.34534481655487,false,4.37,断板,8.09,-1.8595,9.802752398667979,17.42892459826947,1,SHSE.600428,2022-08-29T09:30:00.000000,9.22,2022-08-30T11:30:00.000000,8.55,-8.189529575549578,1.5,未涨停卖出,2022-08-29,-0.0,0.0
SZSE.002175,2022-08-29,3.85,4.04,3.76,3.93,4.04,-2.7228,1309345.84,50862.6654,4.44,3.64,,,东方网络,0.91,10.26,电器仪表,广西,50.18,50.18,3.88,38.945149138800005,false,false,false,,未涨停,未涨停,3天2板,7.5249999999999995,3.8739999999999997,3.7542857142857144,-4.702970297029702,4.680365296803653,3.8845860158688095,false,2.83,炸板,3.665714285714286,8.311,3.934565831777348,10.210444271239277,1,SZSE.002175,2022-08-29T09:30:00.000000,3.85,2022-08-30T11:30:00.000000,4.06,4.40524649479873,1.5,未涨停卖出,2022-08-29,0.0,0.0
SHSE.601399,2022-08-30,3.89,3.95,3.73,3.78,3.99,-5.2632,1875124.56,71731.4755,4.39,3.59,,,国机重装,0.97,5.96,工程机械,四川,119.02,272.67,3.83,102.0031136082,false,false,true,断板,断板,断板,2天1板,9.98,3.722,3.6142857142857143,-2.506265664160403,4.584980237154144,3.8254245627287817,false,3.22,断板,3.5542857142857143,3.1008,3.8616095885620263,12.25884244372991,1,SHSE.601399,2022-08-30T09:30:00.000000,3.89,2022-08-31T11:30:00.000000,3.61,-8.121346992543705,1.5,未涨停卖出,2022-08-30,-3.248538797017482,0.4
SZSE.001330,2022-08-30,13.25,14.8,13.05,14.36,13.64,5.2786,1558072.21,220449.40720000002,15.0,12.28,,,博纳影业,3.82,56.68,影视音像,新疆,39.48,197.38,14.15,39.4761852492,false,false,true,断板,断板,断板,7天7板,0.5249999999999999,12.618,11.641428571428573,-2.8592375366568956,23.352558596146743,14.148856887704842,false,6.04,炸板,10.727142857142857,6.3133,13.229534023953153,27.154081768544426,1,SZSE.001330,2022-08-30T09:30:00.000000,13.25,2022-08-31T11:30:00.000000,13.99,4.53430958415471,1.5,未涨停卖出,2022-08-30,1.813723833661884,0.4
SZSE.002002,2022-08-31,4.22,4.5,4.1,4.32,4.39,-1.5945,3963601.1,170013.39820000003,4.83,3.95,,,鸿达兴业,1.39,12.8,化工原料,江苏,133.76,134.87,4.29,110.92240560960002,false,false,true,断板,断板,断板,2天2板,12.14,4.1,3.9728571428571433,-3.8724373576309783,8.737864077669897,4.289367015262965,false,3.5,断板,3.8771428571428572,1.8561,4.2665905871654735,13.22770817980839,1,SZSE.002002,2022-08-31T09:30:00.000000,4.22,2022-09-01T11:30:00.000000,4.63,8.623941901865093,1.5,未涨停卖出,2022-08-31,3.4495767607460373,0.4
SZSE.002037,2022-09-06,14.0,14.81,13.53,13.9,14.58,-4.6639,711004.25,100250.388,16.04,13.12,,,保利联合,0.98,14.69,化工原料,贵州,67.26,67.26,14.1,37.332065668000006,false,false,false,,未涨停,未涨停,9天5板,11.203333333333328,14.241999999999999,13.428571428571429,-3.9780521262002746,3.510638297872341,14.099829642368524,false,8.79,断板,12.981428571428571,-3.8259,14.714020053470593,12.314295146913175,1,SZSE.002037,2022-09-06T09:30:00.000000,14.0,2022-09-07T11:30:00.000000,13.98,-1.1364605543709903,1.5,未涨停卖出,2022-09-06,-0.45458422174839613,0.4
SZSE.002935,2022-09-06,24.56,25.36,24.08,24.93,25.19,-1.0322,191176.24,47239.663100000005,27.71,22.67,,,天奥电子,1.3,7.35,航空,四川,64.87,68.49,24.71,35.6789372175,false,false,true,断板,断板,断板,2天2板,5.995,24.72,24.227142857142855,-2.500992457324345,2.901114452503103,24.71000742560896,false,20.7,断板,23.859999999999996,-6.2174,26.350890688965336,5.574182732606897,1,SZSE.002935,2022-09-06T09:30:00.000000,24.56,2022-09-07T11:30:00.000000,23.96,-3.4137131929926534,1.5,未涨停卖出,2022-09-06,-1.3654852771970614,0.4
SZSE.000868,2022-09-16,8.66,8.77,8.08,8.14,8.96,-9.1518,1024189.91,86112.9705,9.86,8.06,,,安凯客车,0.68,13.97,汽车整车,安徽,59.69,59.69,8.41,37.8228251808,false,false,false,,未涨停,未涨停,4天3板,17.205,8.450000000000001,8.351428571428572,-3.348214285714293,-2.5316455696202564,8.40791045285732,true,5.36,断板,8.191428571428572,-0.4444,8.850321143878915,9.382629926752703,1,SZSE.000868,2022-09-16T09:30:00.000000,8.66,2022-09-19T11:30:00.000000,8.42,-3.7388117150965643,1.5,未涨停卖出,2022-09-16,-1.4955246860386258,0.4
